ï»¿SITC,LAND,INDUD,TID,INDHOLD,Kategori
51 Organiske kemikalier,Armenien,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aruba,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aruba,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aruba,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aruba,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aserbajdsjan,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aserbajdsjan,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aserbajdsjan,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Aserbajdsjan,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australien,Import,2018,11,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australien,Import,2019,648,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australien,Import,2020,36,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australien,Import,2021,28,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australsk Oceanien,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australsk Oceanien,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australsk Oceanien,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Australsk Oceanien,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahamas,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahamas,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahamas,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahamas,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahrain,Import,2018,1,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahrain,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahrain,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bahrain,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bangladesh,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bangladesh,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bangladesh,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bangladesh,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Barbados,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Barbados,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Barbados,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Barbados,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belgien,Import,2018,449295,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belgien,Import,2019,433442,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belgien,Import,2020,999585,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belgien,Import,2021,902121,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Import,2021,3,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Import,2018,96,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Import,2018,53859,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Import,2019,9286,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Import,2020,30048,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Import,2021,24443,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Import,2018,932,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Import,2019,973,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Import,2020,320,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Import,2021,364,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Import,2018,35778,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Import,2019,8930,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Import,2020,6069,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Import,2021,7298,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Import,2018,25,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Import,2020,40,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Import,2021,52,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Import,2018,8,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Import,2019,3,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Import,2020,53,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Import,2021,6,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Import,2018,221,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Import,2019,377,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Import,2020,347,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Import,2021,4,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Import,2021,3,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Import,2018,4,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Import,2020,275,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Import,2021,9881,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Import,2018,569,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Import,2019,1291,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Import,2020,1920,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Import,2021,814,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Import,2018,1,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Import,2019,18,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Import,2021,905,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Import,2018,173884,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Import,2019,103577,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Import,2020,96210,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Import,2021,116851,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Import,2018,49,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Import,2019,77,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Import,2018,218298,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Import,2019,233617,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Import,2020,235333,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Import,2021,282297,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FÃ¦rÃ¸erne,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FÃ¦rÃ¸erne,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FÃ¦rÃ¸erne,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FÃ¦rÃ¸erne,Import,2021,284,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gabon,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gabon,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gabon,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gabon,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gambia,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gambia,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gambia,Import,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gambia,Import,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gaza og Jericho,Import,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gaza og Jericho,Import,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Gaza og Jericho,Import,2020,0,Kemikalier og relaterede produkter
