ï»¿SITC,LAND,INDUD,TID,INDHOLD,Kategori
51 Organiske kemikalier,Belgien,Eksport,2020,588051,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belgien,Eksport,2021,629364,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Belize,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Eksport,2018,23,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Eksport,2019,15,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Eksport,2020,77,Kemikalier og relaterede produkter
51 Organiske kemikalier,Benin,Eksport,2021,45,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bermuda,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Eksport,2019,9,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Eksport,2020,8,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bhutan,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Eksport,2018,2716,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Eksport,2019,4799,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Eksport,2020,3169,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bolivia,Eksport,2021,3638,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Bonaire, Sint Eustatius og Saba",Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Eksport,2018,559,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Eksport,2019,121,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Eksport,2020,119,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bosnien-Hercegovina,Eksport,2021,95,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Eksport,2019,15,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Botswana,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,BouvetÃ¸en,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Eksport,2018,321624,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Eksport,2019,387915,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Eksport,2020,451479,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brasilien,Eksport,2021,931965,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britisk Oceanien,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske JomfruÃ¸er,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Britiske territorium i det Indiske Ocean,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Eksport,2018,28,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Eksport,2019,54,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Eksport,2020,4,Kemikalier og relaterede produkter
51 Organiske kemikalier,Brunei,Eksport,2021,12,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Eksport,2018,23283,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Eksport,2019,14210,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Eksport,2020,13994,Kemikalier og relaterede produkter
51 Organiske kemikalier,Bulgarien,Eksport,2021,18440,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Eksport,2018,1473,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Eksport,2019,419,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Eksport,2020,737,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burkina Faso,Eksport,2021,2168,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Eksport,2018,652,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Eksport,2019,7450,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Eksport,2020,255,Kemikalier og relaterede produkter
51 Organiske kemikalier,Burundi,Eksport,2021,1185,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Eksport,2018,219,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Eksport,2019,1714,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Eksport,2020,290,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cambodja,Eksport,2021,568,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Eksport,2018,3073,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Eksport,2019,2397,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Eksport,2020,1708,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cameroun,Eksport,2021,120,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Eksport,2018,12339,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Eksport,2019,13789,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Eksport,2020,14445,Kemikalier og relaterede produkter
51 Organiske kemikalier,Canada,Eksport,2021,26688,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CaymanÃ¸erne,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Eksport,2019,146,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Eksport,2020,307,Kemikalier og relaterede produkter
51 Organiske kemikalier,Centralafrikanske Republik,Eksport,2021,273,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ceuta,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Eksport,2018,55468,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Eksport,2019,53937,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Eksport,2020,51742,Kemikalier og relaterede produkter
51 Organiske kemikalier,Chile,Eksport,2021,46072,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CocosÃ¸erne,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Eksport,2018,46367,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Eksport,2019,37088,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Eksport,2020,43834,Kemikalier og relaterede produkter
51 Organiske kemikalier,Colombia,Eksport,2021,47002,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Comorerne,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Eksport,2018,94,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Eksport,2019,1120,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Eksport,2020,1751,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Republikken",Eksport,2021,5230,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Eksport,2018,361,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Eksport,2019,1007,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Eksport,2020,1422,Kemikalier og relaterede produkter
51 Organiske kemikalier,"Congo, Demokratiske Republik",Eksport,2021,10055,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,CookÃ¸erne,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Eksport,2018,5214,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Eksport,2019,5234,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Eksport,2020,4883,Kemikalier og relaterede produkter
51 Organiske kemikalier,Costa Rica,Eksport,2021,6135,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Eksport,2018,130,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Eksport,2019,121,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Eksport,2020,160,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cuba,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Curacao,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Eksport,2018,5554,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Eksport,2019,3243,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Eksport,2020,5563,Kemikalier og relaterede produkter
51 Organiske kemikalier,Cypern,Eksport,2021,4777,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,DDR,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Eksport,2018,5382,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Eksport,2019,5412,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Eksport,2020,5204,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominikanske Republik,Eksport,2021,4476,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Eksport,2018,1274,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Eksport,2019,1601,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Djibouti,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Eksport,2018,12,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Eksport,2019,23,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Dominica,Eksport,2021,249,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Eksport,2018,10267,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Eksport,2019,13687,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Eksport,2020,18025,Kemikalier og relaterede produkter
51 Organiske kemikalier,Ecuador,Eksport,2021,19696,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Eksport,2018,136849,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Eksport,2019,119488,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Eksport,2020,131638,Kemikalier og relaterede produkter
51 Organiske kemikalier,Egypten,Eksport,2021,180436,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Eksport,2018,392,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Eksport,2019,1158,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Eksport,2020,872,Kemikalier og relaterede produkter
51 Organiske kemikalier,El Salvador,Eksport,2021,1216,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Eksport,2018,4585,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Eksport,2019,6521,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Eksport,2020,10190,Kemikalier og relaterede produkter
51 Organiske kemikalier,Elfenbenskysten,Eksport,2021,12358,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Eksport,2018,454,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Eritrea,Eksport,2021,478,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Eksport,2018,2816,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Eksport,2019,1858,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Eksport,2020,3229,Kemikalier og relaterede produkter
51 Organiske kemikalier,Estland,Eksport,2021,3422,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Eksport,2018,17505,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Eksport,2019,23529,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Eksport,2020,17874,Kemikalier og relaterede produkter
51 Organiske kemikalier,Etiopien,Eksport,2021,22145,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,FalklandsÃ¸erne,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fiji,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Eksport,2018,17170,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Eksport,2019,15198,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Eksport,2020,18587,Kemikalier og relaterede produkter
51 Organiske kemikalier,Filippinerne,Eksport,2021,15009,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Eksport,2018,102989,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Eksport,2019,92068,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Eksport,2020,102335,Kemikalier og relaterede produkter
51 Organiske kemikalier,Finland,Eksport,2021,161600,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Eksport,2018,20221,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Eksport,2019,15489,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Eksport,2020,18024,Kemikalier og relaterede produkter
51 Organiske kemikalier,Forenede Arabiske Emirater,Eksport,2021,21115,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Eksport,2018,528983,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Eksport,2019,564871,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Eksport,2020,661473,Kemikalier og relaterede produkter
51 Organiske kemikalier,Frankrig og Monaco,Eksport,2021,698572,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Guyana,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fransk Polynesien,Eksport,2021,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Eksport,2020,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Franske besiddelser i det sydlige Indiske Ocean,Eksport,2021,13,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Eksport,2018,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Eksport,2019,0,Kemikalier og relaterede produkter
51 Organiske kemikalier,Fremmede tropper i Tyskland,Eksport,2020,0,Kemikalier og relaterede produkter
